customer_id,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,previous_recovery_success_rate,days_since_last_success,preferred_payment_method
CUS_001906,389,61,51,10,0.8361,3508.39,0.6473,47,UPI
CUS_001907,465,57,48,9,0.8421,6510.94,0.7989,17,CARD
CUS_001908,267,77,67,10,0.8701,3329.71,0.9468,45,CARD
CUS_001909,83,16,15,1,0.9375,16812.43,0.4888,82,CARD
CUS_001910,1411,72,54,18,0.75,22600.4,0.9534,1,UPI
CUS_001911,139,19,16,3,0.8421,9054.19,0.5551,35,UPI
CUS_001912,1335,77,71,6,0.9221,15442.37,0.7624,4,WALLET
CUS_001913,34,16,12,4,0.75,1313.51,0.7237,75,CARD
CUS_001914,1172,44,40,4,0.9091,1443.36,0.8439,46,WALLET
CUS_001915,512,63,56,7,0.8889,3479.29,0.8468,64,CARD
CUS_001916,790,7,6,1,0.8571,4650.91,0.3053,87,NETBANKING
CUS_001917,444,6,4,2,0.6667,3840.15,0.708,74,WALLET
CUS_001918,751,68,63,5,0.9265,1209.7,0.8157,36,CARD
CUS_001919,693,5,5,0,1.0,11306.19,0.8831,84,NETBANKING
CUS_001920,808,49,45,4,0.9184,25214.92,0.4516,42,UPI
CUS_001921,608,75,62,13,0.8267,12539.3,0.6224,88,UPI
CUS_001922,818,49,37,12,0.7551,10724.13,0.6026,88,CARD
CUS_001923,1243,38,29,9,0.7632,5392.31,0.8944,19,CARD
CUS_001924,668,33,28,5,0.8485,2292.58,0.7716,70,UPI
CUS_001925,561,51,35,16,0.6863,4768.82,0.9503,62,CARD
CUS_001926,223,46,42,4,0.913,24253.18,0.8729,69,CARD
CUS_001927,558,40,34,6,0.85,3395.62,0.3385,15,NETBANKING
CUS_001928,214,13,11,2,0.8462,3127.12,0.4703,45,UPI
CUS_001929,298,53,29,24,0.5472,10912.62,0.4701,13,UPI
CUS_001930,1429,59,48,11,0.8136,11507.81,0.8434,80,CARD
CUS_001931,161,56,52,4,0.9286,2283.61,0.7932,78,CARD
CUS_001932,738,6,6,0,1.0,3650.59,0.7115,52,NETBANKING
CUS_001933,1256,56,37,19,0.6607,3011.85,0.8387,11,UPI
CUS_001934,1431,58,52,6,0.8966,4758.01,0.8032,59,UPI
CUS_001935,245,15,12,3,0.8,10881.09,0.8536,39,WALLET
CUS_001936,270,68,63,5,0.9265,2365.18,0.8423,70,UPI
CUS_001937,577,42,38,4,0.9048,10759.72,0.5997,8,CARD
CUS_001938,844,38,31,7,0.8158,4881.24,0.8164,36,UPI
CUS_001939,1440,58,47,11,0.8103,28934.4,0.8807,32,UPI
CUS_001940,335,41,36,5,0.878,5807.45,0.9088,85,NETBANKING
CUS_001941,271,44,35,9,0.7955,4164.28,0.5145,26,UPI
CUS_001942,402,25,17,8,0.68,7126.71,0.8763,88,UPI
CUS_001943,1315,74,69,5,0.9324,3436.18,0.5789,82,CARD
CUS_001944,74,77,75,2,0.974,1070.21,0.5726,52,UPI
CUS_001945,588,11,9,2,0.8182,3712.33,0.7397,15,UPI
CUS_001946,204,58,52,6,0.8966,3665.79,0.4979,19,CARD
CUS_001947,260,2,2,0,1.0,1258.88,0.782,1,UPI
CUS_001948,1377,30,23,7,0.7667,4244.61,0.5703,69,CARD
CUS_001949,32,77,59,18,0.7662,861.04,0.632,65,UPI
CUS_001950,502,14,13,1,0.9286,3407.33,0.8317,28,UPI
CUS_001951,1375,30,18,12,0.6,5468.23,0.6846,65,UPI
CUS_001952,923,18,18,0,1.0,4863.09,0.6051,51,NETBANKING
CUS_001953,135,58,39,19,0.6724,3238.86,0.4446,73,UPI
CUS_001954,713,37,33,4,0.8919,4202.39,0.5195,7,WALLET
CUS_001955,1457,47,46,1,0.9787,2403.26,0.7006,17,UPI
CUS_001956,618,75,70,5,0.9333,4539.11,0.4721,72,UPI
CUS_001957,807,42,37,5,0.881,4714.05,0.8979,33,CARD
CUS_001958,811,58,49,9,0.8448,2189.95,0.953,86,UPI
CUS_001959,1000,8,7,1,0.875,5574.69,0.6282,79,CARD
CUS_001960,305,18,17,1,0.9444,5546.9,0.8037,8,NETBANKING
CUS_001961,1264,75,72,3,0.96,3939.72,0.5925,36,NETBANKING
CUS_001962,1483,68,67,1,0.9853,31215.51,0.7415,65,CARD
CUS_001963,239,52,43,9,0.8269,4020.94,0.7884,12,CARD
CUS_001964,1232,30,27,3,0.9,3599.12,0.6316,77,UPI
CUS_001965,1230,16,15,1,0.9375,3209.65,0.5773,8,CARD
CUS_001966,1120,68,61,7,0.8971,2069.54,0.8101,9,UPI
CUS_001967,575,63,51,12,0.8095,7789.64,0.9808,48,UPI
CUS_001968,719,20,19,1,0.95,2598.88,0.7092,22,CARD
CUS_001969,1263,47,39,8,0.8298,2856.85,0.5217,57,UPI
CUS_001970,254,49,41,8,0.8367,2925.55,0.9454,35,CARD
CUS_001971,1248,38,35,3,0.9211,2046.48,0.8314,24,UPI
CUS_001972,1383,74,68,6,0.9189,1108.73,0.6733,75,UPI
CUS_001973,1032,10,9,1,0.9,3107.21,0.5334,14,CARD
CUS_001974,531,21,19,2,0.9048,9049.83,0.6761,44,CARD
CUS_001975,851,8,6,2,0.75,5268.06,0.8219,15,WALLET
CUS_001976,103,55,43,12,0.7818,15682.38,0.83,12,UPI
CUS_001977,1399,51,42,9,0.8235,8205.81,0.7312,18,UPI
CUS_001978,533,78,76,2,0.9744,6843.16,0.7053,23,UPI
CUS_001979,113,43,27,16,0.6279,20291.39,0.8401,37,UPI
CUS_001980,1197,12,11,1,0.9167,4163.52,0.4183,42,UPI
CUS_001981,996,36,24,12,0.6667,4732.9,0.9013,12,CARD
CUS_001982,945,7,6,1,0.8571,4458.92,0.6282,3,UPI
CUS_001983,109,54,38,16,0.7037,15473.16,0.5104,8,WALLET
CUS_001984,1133,54,50,4,0.9259,4509.06,0.6922,56,CARD
CUS_001985,966,68,59,9,0.8676,2679.03,0.6894,87,CARD
CUS_001986,1196,27,25,2,0.9259,7200.99,0.8466,2,UPI
CUS_001987,1246,25,22,3,0.88,2342.15,0.7388,3,UPI
CUS_001988,341,6,5,1,0.8333,6895.4,0.6997,70,UPI
CUS_001989,339,33,29,4,0.8788,6266.07,0.8726,65,CARD
CUS_001990,1387,38,37,1,0.9737,3867.29,0.8974,66,CARD
CUS_001991,810,60,56,4,0.9333,7076.13,0.6424,15,UPI
CUS_001992,673,60,58,2,0.9667,1368.68,0.5141,77,UPI
CUS_001993,452,12,10,2,0.8333,5126.62,0.8534,56,WALLET
CUS_001994,969,23,21,2,0.913,3107.64,0.5205,14,UPI
CUS_001995,1138,41,40,1,0.9756,44428.82,0.4185,10,UPI
CUS_001996,33,27,27,0,1.0,5097.43,0.7259,54,UPI
CUS_001997,842,3,3,0,1.0,2792.57,0.9296,70,UPI
CUS_001998,1490,67,67,0,1.0,1493.97,0.7447,70,UPI
CUS_001999,442,58,55,3,0.9483,12786.66,0.6192,52,CARD
CUS_002000,442,42,35,7,0.8333,3400.94,0.9563,46,CARD
